event,sentence
"('Gordon,Eric', 'pts', '22')",Rockets: PLAYER_LAST added STAT points with five 3 pointers.
"('Gordon,Eric', 'fg3', '5')",Rockets: PLAYER_LAST added _STAT_ with STAT 3 pointers.
"('Hilario,Nene', 'pts', '18')",PLAYER_FIRST had a season high STAT points for his 12th double digit game this season.
"('Kanter,Enes', 'pts', '15')",PLAYER_LAST had STAT points with 13 rebounds.
"('Kanter,Enes', 'trb', '13')",PLAYER_LAST had _STAT_ with STAT rebounds.
"('Oladipo,Victor', 'pts', '17')",TIP INS Thunder: PLAYER_LAST had STAT points and seven rebounds.
"('Oladipo,Victor', 'trb', '7')",TIP INS Thunder: PLAYER_LAST had STAT rebounds.
"('Beverley,Patrick', 'orb', '2')",OUCH Houston guard PLAYER_FIRST PLAYER_LAST returned after missing STAT games with a sprained right wrist and finished with 11 eight rebounds and three assists.
"('Beverley,Patrick', 'pts', '11')","OUCH Houston guard PLAYER_FIRST PLAYER_LAST returned after missing two games with a sprained right wrist and finished with STAT points, eight rebounds and three assists."
"('Beverley,Patrick', 'trb', '8')",OUCH Houston guard PLAYER_FIRST PLAYER_LAST returned after missing two games with a sprained right wrist and finished with 11 STAT rebounds and three assists.
"('Beverley,Patrick', 'fg3', '3')",OUCH Houston guard PLAYER_FIRST PLAYER_LAST returned after missing two games with a sprained right wrist and finished with 11 eight rebounds and STAT assists.
"('Beverley,Patrick', 'ast', '3')",OUCH Houston guard PLAYER_FIRST PLAYER_LAST returned after missing two games with a sprained right wrist and finished with 11 eight rebounds and STAT assists.
"('HOU', 'pts', '118')"," seconds remaining to lift the Rockets to their sixth straight victory, 118 116 over the Thunder."
"('Westbrook,Russell', 'pts', '49')"," Houston overcame PLAYER_FIRST Westbrook's STAT points, though the star guard struggled down the stretch."
"('Harden,James', 'fg3', '2')","""I saw STAT defenders guarding me and I saw Nene wide open,"" PLAYER_LAST said."
"('Gordon,Eric', 'fg', '8')","But Houston responded with an STAT 2 spurt, with five from PLAYER_FIRST Gordon, to push the lead to 93 77."
"('Gordon,Eric', 'fg3', '5')","But Houston responded with an 8 2 spurt, with STAT from PLAYER_FIRST Gordon, to push the lead to 93 77."
"('Roberson,Andre', 'pts', '14')",PLAYER_FIRST PLAYER_LAST added STAT points.
"('OKC', 'pts', '116')"," seconds remaining to lift the Rockets to their sixth straight victory, 118 116 over the Thunder."
"('Harden,James', 'fg3', '2')", A pair of foul shots by PLAYER_LAST tied it with just under STAT minutes remaining.
"('Harris,Devin', 'pts', '12')","    This story has been corrected to indicate PLAYER_FIRST PLAYER_LAST scored STAT points, not 13."
"('Booker,Devin', 'fg3', '3')","""We have aspirations and goals to make it to the playoffs,"" said Booker, who made all STAT of his STAT pointers."
"('Booker,Devin', 'fg3', '3')","""We have aspirations and goals to make it to the playoffs,"" said Booker, who made all STAT of his STAT pointers."
"('Chandler,Tyson', 'pts', '3')",PLAYER_LAST scored STAT points to go with STAT assists and had his eighth game with at least 15 rebounds.
"('Chandler,Tyson', 'ast', '3')",PLAYER_LAST scored STAT to go with STAT assists and had his eighth game with at least 15 rebounds.
"('Chandler,Tyson', 'pts', '3')",PLAYER_LAST scored STAT points to go with STAT assists and had his eighth game with at least 15 rebounds.
"('Chandler,Tyson', 'ast', '3')",PLAYER_LAST scored STAT to go with STAT assists and had his eighth game with at least 15 rebounds.
"('Barnes,Harrison', 'pts', '19')","Mavericks: PLAYER_FIRST Barnes, Dallas' leading scorer, had STAT points."
"('Len,Alex', 'pts', '14')",TIP INS Suns: PLAYER_FIRST PLAYER_LAST had STAT points and seven rebounds.
"('Len,Alex', 'trb', '7')",TIP INS Suns: PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Curry,Seth', 'pts', '16')","The guards were strong off the bench, with PLAYER_FIRST PLAYER_LAST scoring STAT points and Harris 12."
"('PHO', 'fg3', '7')",TIP INS Suns: Alex Len had seven rebounds.
"('Jokic,Nikola', 'pts', '19')"," PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Denver, which dropped its fourth straight."
"('Jokic,Nikola', 'trb', '11')"," PLAYER_FIRST PLAYER_LAST had STAT rebounds for Denver, which dropped its fourth straight."
"('DEN', 'orb', '11')"," Nikola Jokic had _STAT_ rebounds for Denver, which dropped its fourth straight."
"('Jokic,Nikola', 'ast', '5')",PLAYER_LAST dished out STAT assists.
"('Parker,Tony', 'fg', '10')",PLAYER_LAST shot STAT of 11 from the field.
"('SAS', 'ast', '34')",The Spurs had 34 assists.
"('Gasol,Pau', 'pts', '17')", TIP INS Spurs: PLAYER_FIRST PLAYER_LAST had STAT points and a team high nine rebounds.
"('Gasol,Pau', 'trb', '9')", TIP INS Spurs: PLAYER_FIRST PLAYER_LAST had a team high STAT rebounds.
"('Lillard,Damian', 'pts', '21')",CJ McCollum scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists in his return from a sprained ankle.
"('Lillard,Damian', 'ast', '10')",CJ McCollum PLAYER_FIRST PLAYER_LAST had STAT assists in his return from a sprained ankle.
"('LAL', 'pts', '109')",Portland got started Thursday night with a 118 109 victory over the Los Angeles Lakers.
"('POR', 'pts', '118')",Portland got started Thursday night with a 118 109 victory over the Los Angeles Lakers.
"('Lillard,Damian', 'ft', '3')","He added a pair of free throws, but PLAYER_LAST hit a STAT pointer that closed the gap."
"('Lillard,Damian', 'fg3', '4')","PLAYER_LAST didn't look rusty from the layoff, hitting his first STAT shots, including a 3 pointer that gave the Blazers an early 21 16 lead."
"('Lillard,Damian', 'pts', '21')","PLAYER_LAST didn't look rusty from the layoff, hitting his first four shots, including a 3 pointer that gave the Blazers an early STAT 16 lead."
"('Towns,Karl-Anthony', 'pts', '18')","Karl Anthony PLAYER_LAST added STAT points and _STAT_ rebounds for Minnesota, which has dropped six of its last eight."
"('Towns,Karl-Anthony', 'trb', '10')","Karl Anthony PLAYER_LAST added STAT rebounds for Minnesota, which has dropped six of its last eight."
"('WAS', 'pts', '112')",Wall had a season high _STAT_ assists and scored _STAT_ points to help the Wizards beat the Minnesota Timberwolves 112 105 on Friday night.
"('Gortat,Marcin', 'fg3', '0')","Wiggins hit another jumper, and Gortat's layup gave Washington a five point lead with 48 seconds left as Washington scored on five straight possessions."
"('Gortat,Marcin', 'fg', '9')", Beal had PLAYER_FIRST PLAYER_LAST hit all STAT of his field goal attempts and scored 19 points.
"('Gortat,Marcin', 'pts', '19')", Beal had _STAT_ points and PLAYER_FIRST PLAYER_LAST hit all nine of his field goal attempts and scored STAT points.
"('Wiggins,Andrew', 'pts', '41')","PLAYER_LAST had STAT points on 16 of 30 shooting, but it wasn't enough on a night the Wizards shot 58.2 percent (46 of 79)."
"('Wiggins,Andrew', 'fg', '16')","PLAYER_LAST had _STAT_ on STAT of 30 shooting, but it wasn't enough on a night the Wizards shot 58.2 percent (46 of 79)."
"('Rush,Brandon', 'pts', '10')",G PLAYER_FIRST PLAYER_LAST played for the first time in 12 games and finished with a season high STAT points.
"('Wall,John', 'pts', '18')",PLAYER_LAST had a season high STAT assists and scored STAT points to help the Wizards beat the Minnesota Timberwolves 112 105 on Friday night.
"('Wall,John', 'ast', '18')",PLAYER_LAST had a season high STAT assists and scored STAT to help the Wizards beat the Minnesota Timberwolves 112 105 on Friday night.
"('Wall,John', 'pts', '18')",PLAYER_LAST had a season high STAT assists and scored STAT points to help the Wizards beat the Minnesota Timberwolves 112 105 on Friday night.
"('Wall,John', 'ast', '18')",PLAYER_LAST had a season high STAT assists and scored STAT to help the Wizards beat the Minnesota Timberwolves 112 105 on Friday night.
"('Wall,John', 'fg', '8')",PLAYER_LAST totaled STAT six assists in the fourth quarter.
"('Dieng,Gorgui', 'pts', '15')","PLAYER_FIRST PLAYER_LAST added STAT points and 11 rebounds, and Zach Lavine had eight points on 3 of 14 shooting."
"('Dieng,Gorgui', 'trb', '11')","PLAYER_FIRST PLAYER_LAST added STAT rebounds, and Zach Lavine had eight on 3 of 14 shooting."
"('Dieng,Gorgui', 'orb', '3')","PLAYER_FIRST PLAYER_LAST added 11 rebounds, and Zach Lavine had eight on STAT of 14 shooting."
"('Wall,John', 'ft', '2')","Wiggins missed on Minnesota's next possession, and nobody scored again until PLAYER_LAST hit STAT free throws with 8.3 seconds left."
"('MIN', 'pts', '105')",Wall had a season high _STAT_ assists and scored _STAT_ points to help the Wizards beat the Minnesota Timberwolves 112 105 on Friday night.
"('Porter,Otto', 'pts', '17')",PLAYER_LAST added STAT points and Markieff Morris had 15 for the Wizards.
"('LaVine,Zach', 'pts', '8')","Gorgui Dieng added _STAT_ points and 11 rebounds, and PLAYER_FIRST Lavine had STAT points on 3 of 14 shooting."
"('LaVine,Zach', 'fg', '3')","Gorgui Dieng added 11 rebounds, and PLAYER_FIRST Lavine had eight on STAT of 14 shooting."
"('Beal,Bradley', 'pts', '22')", PLAYER_LAST had STAT points and Marcin Gortat hit all nine of his field goal attempts and scored 19 points.
"('Morris,Markieff', 'pts', '15')",Porter added _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the Wizards.
"('Harden,James', 'fg3', '0')","PLAYER_LAST had an off night, missing all eight of his 3 point attempts and committing six turnovers."
"('Harden,James', 'tov', '6')","PLAYER_LAST had an off night, missing all eight of his 3 point attempts and committing STAT turnovers."
"('Ariza,Trevor', 'fg3', '3')","Patrick Beverley, PLAYER_FIRST Ariza, Anderson and Gordon all knocked down big STAT point shots to help the Rockets quickly reclaim the lead."
"('Gordon,Eric', 'fg3', '3')","Patrick Beverley, Trevor Ariza, Anderson and PLAYER_LAST all knocked down big STAT point shots to help the Rockets quickly reclaim the lead."
"('Beverley,Patrick', 'fg3', '3')","PLAYER_FIRST Beverley, Trevor Ariza, Anderson and Gordon all knocked down big STAT point shots to help the Rockets quickly reclaim the lead."
"('Embiid,Joel', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST led Philadelphia with STAT points, and Ersan Ilyasova added 20."
"('James,LeBron', 'fg3', '0')","After the acquisition of Korver is completed, PLAYER_LAST and Lue said the next priority for the Cavs is adding another point guard."
"('LeVert,Caris', 'pts', '19')","We dug ourselves a hole,"" rookie PLAYER_FIRST PLAYER_LAST said after scoring a season high STAT points."
"('Irving,Kyrie', 'fg3', '3')",PLAYER_LAST had sat out the last STAT with right hamstring tightness.
"('Felder,Kay', 'fg', '0')","With Matthew Dellavedova going to Milwaukee in the offseason, rookie PLAYER_FIRST PLAYER_LAST is the only point guard on the roster other than Irving."
"('Felder,Kay', 'fg3', '0')","With Matthew Dellavedova going to Milwaukee in the offseason, rookie PLAYER_FIRST PLAYER_LAST is the only point guard on the roster other than Irving."
"('Felder,Kay', 'pts', '0')","With Matthew Dellavedova going to Milwaukee in the offseason, rookie PLAYER_FIRST PLAYER_LAST is the only point guard on the roster other than Irving."
"('Bogdanovic,Bojan', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST scored STAT points for the Nets, who have lost five straight."
"('Bogdanovic,Bojan', 'fg3', '5')"," PLAYER_FIRST PLAYER_LAST scored _STAT_ for the Nets, who have lost STAT straight."
"('Hollis-Jefferson,Rondae', 'fg', '1')",F PLAYER_FIRST Hollis Jefferson returned after missing Thursday's loss in Indiana with right hip tendinitis and shot STAT for 6 for four points.
"('Hollis-Jefferson,Rondae', 'pts', '4')",F PLAYER_FIRST Hollis Jefferson returned after missing Thursday's loss in Indiana with right hip tendinitis and shot 1 for 6 for STAT points.
"('Love,Kevin', 'fg', '5')",PLAYER_LAST was STAT for 16.
"('Dinwiddie,Spencer', 'pts', '7')","Nets: With Jeremy Lin still sidelined, PLAYER_FIRST PLAYER_LAST made his second career start, scoring STAT points."
"('Irving,Kyrie', 'fg', '10')",PLAYER_LAST finished STAT for 26 from the field with three 3 pointers.
"('Irving,Kyrie', 'fg3', '3')",PLAYER_LAST finished 10 for 26 from the field with STAT STAT pointers.
"('Irving,Kyrie', 'fg3', '3')",PLAYER_LAST finished 10 for 26 from the field with STAT STAT pointers.
"('NYK', 'fg3', '13')",New York erased a 13 point deficit to begin the fourth quarter and ended its longest skid of the season.
"('MIL', 'fg3', '12')","The Wizards have won nine of their last 12 games against the Bucks, including a 107 102 victory in Washington on Dec."
"('Porzingis,Kristaps', 'fg3', '3')",PLAYER_FIRST PLAYER_LAST returned from a STAT game absence due to a sore left Achilles tendon and added _STAT_ for the Knicks.
"('Porzingis,Kristaps', 'pts', '24')",PLAYER_FIRST PLAYER_LAST returned from a three game absence due to a sore left Achilles tendon and added STAT points for the Knicks.
"('Beasley,Michael', 'pts', '3')",Milwaukee made its first eight shots from STAT point range before PLAYER_FIRST PLAYER_LAST misfired with about seven minutes left in the second quarter.
"('Beasley,Michael', 'fg3', '0')",Milwaukee made its first eight shots from 3 point range before PLAYER_FIRST PLAYER_LAST misfired with about seven minutes left in the second quarter.
"('Porzingis,Kristaps', 'fg3', '3')",PLAYER_LAST answered with a pair of STAT pointers.
"('Antetokounmpo,Giannis', 'pts', '25')",PLAYER_LAST and Jabari Parker had STAT points apiece for Milwaukee.
"('MIL', 'fg3', '12')", The Knicks used a 12 0 run to cut the Bucks' lead to one early in the fourth.
"('Parker,Jabari', 'pts', '25')",Antetokounmpo and PLAYER_FIRST PLAYER_LAST had STAT points apiece for Milwaukee.
"('Clarkson,Jordan', 'fg', '2')","ACT TWO Johnson and Randle exchanged harsh words moments after Dragic and PLAYER_LAST were tossed, but the big men were kept apart."
"('Dragic,Goran', 'pts', '16')","PLAYER_LAST scored STAT points before getting tossed, and the Heat couldn't keep up afterward."
"('Johnson,James', 'pts', '20')","Reed matched his career high, and PLAYER_FIRST PLAYER_LAST scored STAT points for the Heat."
"('Reed,Willie', 'pts', '22')","PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the Heat, who have lost seven of eight overall and nine of 10 on the road."
"('Reed,Willie', 'trb', '12')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Heat, who have lost seven of eight overall and nine of 10 on the road."
"('Reed,Willie', 'orb', '7')","PLAYER_FIRST PLAYER_LAST had _STAT_ rebounds for the Heat, who have lost STAT of eight overall and nine of 10 on the road."
"('Reed,Willie', 'fg', '10')","PLAYER_FIRST PLAYER_LAST had _STAT_ rebounds for the Heat, who have lost seven of eight overall and nine of STAT on the road."
"('Dragic,Goran', 'fg3', '2')","ACT TWO Johnson and Randle exchanged harsh words moments after PLAYER_LAST and Clarkson were tossed, but the big men were kept apart."
"('MIA', 'fg3', '8')","Willie Reed had _STAT_ rebounds for the Heat, who have lost seven of eight overall and nine of 10 on the road."
"('Waiters,Dion', 'pts', '9')",PLAYER_FIRST PLAYER_LAST had STAT points off the bench in his second game since returning from a 20 game absence due to a groin injury.
"('Green,Draymond', 'fg', '3')"," PLAYER_LAST converted a STAT point play for the Warriors with 2:22 left in overtime, then made a steal on the other end."
"('Allen,Tony', 'stl', '6')",PLAYER_FIRST PLAYER_LAST had a season high STAT steals.
"('Durant,Kevin', 'pts', '27')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds but missed five free throws in the Warriors' sixth defeat of the season.
"('Durant,Kevin', 'ft', '13')",PLAYER_FIRST PLAYER_LAST had STAT rebounds but missed five free throws in the Warriors' sixth defeat of the season.
"('Durant,Kevin', 'trb', '13')",PLAYER_FIRST PLAYER_LAST had STAT rebounds but missed five free throws in the Warriors' sixth defeat of the season.
"('Rivers,Austin', 'fg3', '4')",PLAYER_LAST made STAT 3 pointers and the Clippers hit 13 overall in beating the Kings for the ninth straight time in Sacramento.
"('Cousins,DeMarcus', 'pts', '25')"," PLAYER_FIRST PLAYER_LAST had STAT points, _STAT_ rebounds and seven assists for the Kings."
"('Cousins,DeMarcus', 'trb', '11')", PLAYER_FIRST PLAYER_LAST had 25 STAT rebounds and seven assists for the Kings.
"('Cousins,DeMarcus', 'ast', '7')", PLAYER_FIRST PLAYER_LAST had 25 _STAT_ rebounds and STAT assists for the Kings.
"('Cousins,DeMarcus', 'fg3', '3')",PLAYER_LAST was called for his NBA leading 11th technical in the third quarter after fouling Redick on a STAT point attempt.
"('Gay,Rudy', 'fg', '7')","Gay, who missed 10 of the previous 11 games with a hip injury, had nine in the first quarter and finished with STAT rebounds."
"('Gay,Rudy', 'trb', '7')","Gay, who missed 10 of the previous 11 games with a hip injury, had nine in the first quarter and finished with STAT rebounds."
"('SAC', 'pts', '98')",Cousins made a 3 pointer and Collison hit two free throws to pull the Kings to 100 98 with 56 seconds remaining.
"('Jordan,DeAndre', 'pts', '20')"," Redick drained five 3s and scored STAT points, and PLAYER_FIRST PLAYER_LAST had STAT points and nine rebounds for the Clippers."
"('Jordan,DeAndre', 'pts', '20')"," Redick drained five 3s and scored STAT points, and PLAYER_FIRST PLAYER_LAST had STAT points and nine rebounds for the Clippers."
"('Jordan,DeAndre', 'fg', '9')", Redick drained five 3s and and PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Clippers.
"('Jordan,DeAndre', 'trb', '9')", Redick drained five 3s and and PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Clippers.
"('Redick,J.J.', 'fg3', '5')", PLAYER_LAST drained STAT 3s and and DeAndre Jordan had nine rebounds for the Clippers.
"('LAC', 'fg', '39')",Los Angeles outscored Sacramento 34 12 and led 53 39 at halftime.
"('Lawson,Ty', 'pts', '17')","Darren Collison scored 20, Rudy Gay had 18 and PLAYER_FIRST PLAYER_LAST added STAT points and six assists."
"('Lawson,Ty', 'fg', '6')","Darren Collison scored 20, Rudy Gay had 18 and PLAYER_FIRST PLAYER_LAST added STAT assists."
"('Lawson,Ty', 'ast', '6')","Darren Collison scored 20, Rudy Gay had 18 and PLAYER_FIRST PLAYER_LAST added STAT assists."
"('Speights,Marreese', 'pts', '7')",TIP INS Clippers: Reserve big man PLAYER_FIRST PLAYER_LAST missed his first eight shots and finished with STAT points and _STAT_ rebounds in _STAT_ minutes.
"('Speights,Marreese', 'trb', '11')",TIP INS Clippers: Reserve big man PLAYER_FIRST PLAYER_LAST missed his first eight shots and finished with seven STAT rebounds in STAT minutes.
"('Speights,Marreese', 'trb', '11')",TIP INS Clippers: Reserve big man PLAYER_FIRST PLAYER_LAST missed his first eight shots and finished with seven STAT rebounds in STAT minutes.
"('LAC', 'orb', '8')",TIP INS Clippers: Reserve big man Marreese Speights missed his first eight shots and finished with seven _STAT_ rebounds in _STAT_ minutes.
"('Collison,Darren', 'fg3', '3')",Cousins made a STAT pointer and PLAYER_LAST hit two free throws to pull the Kings to 100 98 with 56 seconds remaining.
"('Collison,Darren', 'ft', '3')",Cousins made a STAT pointer and PLAYER_LAST hit two free throws to pull the Kings to 100 98 with 56 seconds remaining.
"('Mbah a Moute,Luc', 'pts', '6')",He needed STAT to pass Rod Strickland and did it when he found PLAYER_FIRST PLAYER_LAST for a dunk midway through the third quarter.
"('Gay,Rudy', 'pts', '18')","Darren Collison scored 20, PLAYER_FIRST PLAYER_LAST had STAT and Ty Lawson added _STAT_ points and six assists."
"('Cousins,DeMarcus', 'fg3', '3')",PLAYER_LAST made a STAT pointer and Collison hit two free throws to pull the Kings to 100 98 with 56 seconds remaining.
"('LAC', 'fg3', '13')",Rivers made four 3 pointers and the Clippers hit 13 overall in beating the Kings for the ninth straight time in Sacramento.
"('Jennings,Brandon', 'pts', '17')"," Carmelo Anthony and PLAYER_FIRST PLAYER_LAST each scored STAT points for the Knicks (17 20), who lost for the seventh time in eight games."
"('Teague,Jeff', 'ft', '9')","Teague, who was STAT of STAT from the free throw line, also had eight assists."
"('Teague,Jeff', 'ft', '9')","Teague, who was STAT of STAT from the free throw line, also had eight assists."
"('Teague,Jeff', 'ast', '8')","Teague, who was 9 of 9 from the free throw line, also had STAT assists."
"('Young,Thaddeus', 'pts', '16')","PLAYER_FIRST PLAYER_LAST had STAT points and nine rebounds, C.J."
"('Young,Thaddeus', 'trb', '9')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, C.J."
"('Porzingis,Kristaps', 'fg3', '4')",PLAYER_FIRST PLAYER_LAST made STAT 3 pointers and finished with 16 points.
"('Porzingis,Kristaps', 'pts', '16')",PLAYER_FIRST PLAYER_LAST made four 3 pointers and finished with STAT points.
"('Anthony,Carmelo', 'pts', '17')"," PLAYER_FIRST PLAYER_LAST and Brandon Jennings each scored STAT points for the Knicks (17 20), who lost for the seventh time in eight games."
"('Miles,C.J.', 'fg3', '3')", PLAYER_LAST made a STAT pointer at the start of the fourth quarter to give Indiana a 99 70 lead.
"('Davis,Anthony', 'fg', '14')",PLAYER_LAST scored half of the Pelicans' during a STAT 4 run in the opening four minutes.
"('Motiejunas,Donatas', 'pts', '11')",TIP INS Pelicans: F C PLAYER_FIRST PLAYER_LAST had STAT points and five rebounds over 20 minutes in his New Orleans debut.
"('Motiejunas,Donatas', 'trb', '5')",TIP INS Pelicans: F C PLAYER_FIRST PLAYER_LAST had STAT rebounds over 20 minutes in his New Orleans debut.
"('Green,Gerald', 'pts', '15')",PLAYER_FIRST PLAYER_LAST scored STAT and Kelly Olynyk had 12 off the bench as the Celtics (23 14) notched their fourth straight win.
"('Thomas,Isaiah', 'pts', '38')","PLAYER_FIRST PLAYER_LAST did his part with a STAT point outburst, his 21st consecutive 20 point game."
"('Smart,Marcus', 'fg3', '5')"," PLAYER_LAST also contributed STAT rebounds, six assists and a pair of steals."
"('Smart,Marcus', 'trb', '5')"," PLAYER_LAST also contributed STAT rebounds, six assists and a pair of steals."
"('Smart,Marcus', 'ast', '6')"," PLAYER_LAST also contributed five rebounds, STAT assists and a pair of steals."
"('BOS', 'fg3', '18')","SEVENTEENTH HEAVEN Boston knocked down 18 3s, marking its fourth consecutive game with at least 17."
"('Horford,Al', 'fg', '3')","PLAYER_FIRST Horford's STAT pointer with 2:05 left in the half gave Boston its first lead at 52 51, capping the 10 2 surge."
"('Olynyk,Kelly', 'pts', '12')",Gerald Green scored 15 and PLAYER_FIRST PLAYER_LAST had STAT off the bench as the Celtics (23 14) notched their fourth straight win.
"('CHI', 'pts', '123')","Butler scored 42 points, and the Chicago Bulls overcame a 19 point deficit to beat the Toronto Raptors 123 118 in overtime Saturday night."
"('Butler,Jimmy', 'pts', '42')","PLAYER_LAST scored STAT points, and the Chicago Bulls overcame a 19 point deficit to beat the Toronto Raptors 123 118 in overtime Saturday night."
"('Wade,Dwyane', 'pts', '20')","PLAYER_FIRST PLAYER_LAST added STAT points, and Doug McDermott had 17 to help the Bulls win their 10th in a row against Toronto."
"('Mirotic,Nikola', 'fg3', '3')","After Lowry hit a layup for Toronto, PLAYER_LAST made a corner STAT to put the Bulls back on top 104 101 with 2:18 left."
"('Lowry,Kyle', 'fg3', '2')",Two free throws by PLAYER_LAST made it a three point game.
"('McDermott,Doug', 'pts', '17')","Dwyane Wade added 20 points, and PLAYER_FIRST PLAYER_LAST had STAT to help the Bulls win their 10th in a row against Toronto."
"('TOR', 'pts', '118')","Butler scored 42 points, and the Chicago Bulls overcame a 19 point deficit to beat the Toronto Raptors 123 118 in overtime Saturday night."
"('Carroll,DeMarre', 'fg3', '2')",Butler hit STAT free throws for Chicago after PLAYER_FIRST PLAYER_LAST converted 1 of STAT to make it 118 114 with 1:06 remaining.
"('Carroll,DeMarre', 'ft', '1')",Butler hit two free throws for Chicago after PLAYER_FIRST PLAYER_LAST converted STAT of 2 to make it 118 114 with 1:06 remaining.
"('Carroll,DeMarre', 'fg3', '2')",Butler hit STAT free throws for Chicago after PLAYER_FIRST PLAYER_LAST converted 1 of STAT to make it 118 114 with 1:06 remaining.
"('Ross,Terrence', 'fg', '3')",But PLAYER_FIRST PLAYER_LAST missed potential tying STAT pointers on back to back possessions.
"('Chandler,Wilson', 'trb', '8')","Westbrook had 12 STAT rebounds and five assists at the break, while PLAYER_LAST had _STAT_ for the Nuggets."
"('Chandler,Wilson', 'pts', '24')",PLAYER_FIRST PLAYER_LAST scored STAT points and Will Barton added 21 for the Nuggets.
"('Oladipo,Victor', 'pts', '15')","Steven Adams scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for Oklahoma City, which snapped a three game losing streak."
"('Westbrook,Russell', 'fg3', '7')",PLAYER_LAST made STAT of 12 3 pointers after hitting a career high eight 3s on Thursday at Houston.
"('Sabonis,Domantas', 'pts', '9')",F PLAYER_FIRST PLAYER_LAST scored all STAT of his points in the first quarter.
"('Barton,Will', 'pts', '21')",Wilson Chandler scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for the Nuggets.
"('Westbrook,Russell', 'pts', '32')",The Thunder improved to STAT 3 the past two seasons when PLAYER_LAST gets a triple double.
"('Adams,Steven', 'pts', '16')","PLAYER_FIRST PLAYER_LAST scored STAT points and Victor Oladipo added 15 for Oklahoma City, which snapped a three game losing streak."
"('Gallinari,Danilo', 'pts', '15')","PLAYER_FIRST Gallinari, Denver's leading scorer for the season, finished with STAT points on 5 for 18 shooting."
"('Gallinari,Danilo', 'fg', '5')","PLAYER_FIRST Gallinari, Denver's leading scorer for the season, finished with _STAT_ on STAT for 18 shooting."
"('Lyles,Trey', 'pts', '13')",PLAYER_FIRST PLAYER_LAST scored STAT points off the bench.
"('LaVine,Zach', 'pts', '24')","PLAYER_FIRST PLAYER_LAST had STAT points, nine rebounds and four assists and Karl Anthony Towns had _STAT_ points and _STAT_ rebounds for the Timberwolves."
"('LaVine,Zach', 'trb', '9')",PLAYER_FIRST PLAYER_LAST had 24 STAT rebounds and four assists and Karl Anthony Towns had _STAT_ rebounds for the Timberwolves.
"('LaVine,Zach', 'ast', '4')",PLAYER_FIRST PLAYER_LAST had 24 nine rebounds and STAT assists and Karl Anthony Towns had _STAT_ rebounds for the Timberwolves.
"('Towns,Karl-Anthony', 'pts', '18')","Zach LaVine had 24 points, nine rebounds and four assists and Karl Anthony PLAYER_LAST had STAT points and _STAT_ rebounds for the Timberwolves."
"('Towns,Karl-Anthony', 'trb', '15')",Zach LaVine had 24 nine rebounds and four assists and Karl Anthony PLAYER_LAST had STAT rebounds for the Timberwolves.
"('UTA', 'pts', '94')", seconds to play to lift the Jazz to a 94 92 victory Saturday night.
"('Hayward,Gordon', 'pts', '16')",PLAYER_FIRST PLAYER_LAST had STAT points on 4 for 13 shooting.
"('Hayward,Gordon', 'fg', '4')",PLAYER_FIRST PLAYER_LAST had _STAT_ on STAT for 13 shooting.
"('ATL', 'fg3', '11')", Paul Millsap made 11 of _STAT_ free throws for _STAT_ to go with nine rebounds and six assists for the Hawks.
"('ATL', 'orb', '6')", Paul Millsap made 11 of _STAT_ free throws for _STAT_ to go with nine rebounds and six assists for the Hawks.
"('Howard,Dwight', 'pts', '15')","A STAT 4 run, including five points by Howard, increased the lead to 84 71 with 5:41 left."
"('Howard,Dwight', 'fg', '4')","A 15 STAT run, including five by Howard, increased the lead to 84 71 with 5:41 left."
"('Schroder,Dennis', 'pts', '20')",PLAYER_LAST scored STAT and was 3 for 5 from 3 point range.
"('Schroder,Dennis', 'fg3', '3')",PLAYER_LAST scored 20 and was STAT for 5 from STAT point range.
"('Schroder,Dennis', 'fg3', '3')",PLAYER_LAST scored 20 and was STAT for 5 from STAT point range.
"('Millsap,Paul', 'ft', '11')", PLAYER_FIRST PLAYER_LAST made STAT of _STAT_ free throws for _STAT_ to go with nine rebounds and six assists for the Hawks.
"('Millsap,Paul', 'pts', '17')", PLAYER_FIRST PLAYER_LAST made 11 of _STAT_ free throws for STAT points to go with nine rebounds and six assists for the Hawks.
"('Millsap,Paul', 'trb', '9')", PLAYER_FIRST PLAYER_LAST made 11 of _STAT_ free throws for _STAT_ to go with STAT rebounds and six assists for the Hawks.
"('Millsap,Paul', 'ast', '6')", PLAYER_FIRST PLAYER_LAST made 11 of _STAT_ free throws for _STAT_ to go with nine rebounds and STAT assists for the Hawks.
