event,sentence
"('Towns,Karl-Anthony', 'pts', '10')", Karl Anthony PLAYER_LAST had STAT points and _STAT_ rebounds for the Timberwolves (11 18).
"('Towns,Karl-Anthony', 'trb', '11')", Karl Anthony PLAYER_LAST had STAT rebounds for the Timberwolves (11 18).
"('SAS', 'fg3', '10')","Zach LaVine scored 17, but the Wolves were 3 of 10 from 3 point range while the Spurs went 10 for 24."
"('SAS', 'fg3', '10')","Zach LaVine scored 17, but the Wolves were 3 of 10 from 3 point range while the Spurs went 10 for 24."
"('Duncan,Tim', 'pts', '2')","PLAYER_LAST had STAT points, five rebounds, five assists and four blocks in 24 minutes."
"('Duncan,Tim', 'orb', '2')","PLAYER_LAST had STAT five rebounds, five assists and four blocks in 24 minutes."
"('Duncan,Tim', 'trb', '5')","PLAYER_LAST had two STAT rebounds, STAT assists and four blocks in 24 minutes."
"('Duncan,Tim', 'ast', '5')","PLAYER_LAST had two STAT rebounds, STAT assists and four blocks in 24 minutes."
"('Duncan,Tim', 'trb', '5')","PLAYER_LAST had two STAT rebounds, STAT assists and four blocks in 24 minutes."
"('Duncan,Tim', 'ast', '5')","PLAYER_LAST had two STAT rebounds, STAT assists and four blocks in 24 minutes."
"('Duncan,Tim', 'blk', '4')","PLAYER_LAST had two five rebounds, five assists and STAT blocks in 24 minutes."
"('MIN', 'pts', '83')","Leonard had _STAT_ points and six rebounds, and the Spurs bullied the young Timberwolves in the paint during a 108 83 victory Wednesday night."
"('Aldridge,LaMarcus', 'pts', '12')","We're paying attention to detail and playing defense,"" said PLAYER_FIRST Aldridge, who had STAT points and eight rebounds."
"('Aldridge,LaMarcus', 'trb', '8')","We're paying attention to detail and playing defense,"" said PLAYER_FIRST Aldridge, who had STAT rebounds."
"('Muhammad,Shabazz', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points on 5 for 9 shooting.
"('Muhammad,Shabazz', 'fg', '5')",PLAYER_FIRST PLAYER_LAST had _STAT_ on STAT for 9 shooting.
"('Garnett,Kevin', 'pts', '4')",PLAYER_LAST had STAT points and one rebound in less than 12 minutes.
"('Garnett,Kevin', 'fg', '1')",PLAYER_LAST had four STAT rebound in less than 12 minutes.
"('Parker,Tony', 'fg', '6')",PLAYER_LAST entered the game shooting 56 percent from the field and made STAT of 11 shots for _STAT_ against the Wolves.
"('Parker,Tony', 'pts', '14')",PLAYER_LAST entered the game shooting 56 percent from the field and made six of 11 shots for STAT points against the Wolves.
"('Anderson,Ryan', 'fg3', '3')","Jrue Holiday, PLAYER_FIRST PLAYER_LAST and Eric Gordon combined for nine of the 12 STAT pointers."
"('Holiday,Jrue', 'fg3', '3')","PLAYER_FIRST Holiday, Ryan Anderson and Eric Gordon combined for nine of the 12 STAT pointers."
"('NOP', 'pts', '115')","With Davis healthy and recovered, the Pelicans rolled to a 115 89 victory over the Portland Trail Blazers."
"('NOP', 'orb', '8')","New Orleans recorded only eight offensive boards, with Davis picking up three."
"('Holiday,Jrue', 'pts', '19')",PLAYER_LAST had STAT points while Ryan Anderson added 13.
"('Gordon,Eric', 'fg', '3')","Jrue Holiday, Ryan Anderson and PLAYER_FIRST PLAYER_LAST combined for nine of the 12 STAT pointers."
"('Gordon,Eric', 'fg3', '3')","Jrue Holiday, Ryan Anderson and PLAYER_FIRST PLAYER_LAST combined for nine of the 12 STAT pointers."
"('Aminu,Al-Farouq', 'pts', '10')",TIP INS Trail Blazers: Al Farouq PLAYER_LAST scored STAT points and had eight rebounds against his former team.
"('Aminu,Al-Farouq', 'trb', '8')",TIP INS Trail Blazers: Al Farouq PLAYER_LAST had STAT rebounds against his former team.
"('Crabbe,Allen', 'pts', '12')","PLAYER_FIRST PLAYER_LAST scored STAT points starting in place of Lillard, who has plantar fasciitis in his left foot."
"('POR', 'fg3', '7')","McCollum had seven assists to lead Portland, which was without Damian Lillard for the second time this season."
"('Evans,Tyreke', 'pts', '24')","PLAYER_FIRST Evans, who finished with STAT points, nine rebounds and eight assists, had eight points and two steals to key the game changing run."
"('Evans,Tyreke', 'ast', '9')","PLAYER_FIRST Evans, who finished with 24 STAT rebounds and eight assists, had eight two steals to key the game changing run."
"('Evans,Tyreke', 'trb', '8')","PLAYER_FIRST Evans, who finished with 24 nine rebounds and STAT assists, had STAT two steals to key the game changing run."
"('Evans,Tyreke', 'trb', '8')","PLAYER_FIRST Evans, who finished with 24 nine rebounds and STAT assists, had STAT two steals to key the game changing run."
"('Evans,Tyreke', 'fg3', '2')","PLAYER_FIRST Evans, who finished with 24 nine rebounds and eight assists, had eight STAT steals to key the game changing run."
"('Evans,Tyreke', 'stl', '2')","PLAYER_FIRST Evans, who finished with 24 nine rebounds and eight assists, had eight STAT steals to key the game changing run."
"('POR', 'pts', '89')","With Davis healthy and recovered, the Pelicans rolled to a 115 89 victory over the Portland Trail Blazers."
"('Barton,Will', 'pts', '17')","`' Darrell Arthur had _STAT_ points and _STAT_ rebounds for Denver, and PLAYER_FIRST PLAYER_LAST scored STAT points."
"('Arthur,Darrell', 'pts', '19')","`' PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Denver, and Will Barton scored 17 points."
"('Arthur,Darrell', 'trb', '10')","`' PLAYER_FIRST PLAYER_LAST had STAT rebounds for Denver, and Will Barton scored 17 points."
"('Foye,Randy', 'pts', '31')"," PLAYER_FIRST PLAYER_LAST scored a season high STAT points, hitting seven 3 pointers in 16 attempts, to lead Denver."
"('Foye,Randy', 'fg3', '7')"," PLAYER_FIRST PLAYER_LAST scored a season high 31 hitting STAT 3 pointers in 16 attempts, to lead Denver."
"('Bledsoe,Eric', 'fg', '2')",Suns: PLAYER_FIRST PLAYER_LAST was STAT of 11 shooting for nine points.
"('Bledsoe,Eric', 'pts', '9')",Suns: PLAYER_FIRST PLAYER_LAST was 2 of 11 shooting for STAT points.
"('PHO', 'pts', '96')",The response? A spirited 104 96 victory over the Phoenix Suns on Wednesday night.
"('Barton,Will', 'fg3', '3')",Barton's STAT pointer and Kenneth Faried's inside basket put the Nuggets ahead 95 87 with 4:27 left.
"('GSW', 'trb', '40')","The Jazz, still hurting in the middle without injured 7 foot 1 center Rudy Gobert, matched the Warriors with 40 rebounds."
"('Favors,Derrick', 'pts', '17')","PLAYER_FIRST PLAYER_LAST had STAT points and nine rebounds for the Jazz, who have lost five of seven."
"('Favors,Derrick', 'trb', '9')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Jazz, who have lost five of seven."
"('Iguodala,Andre', 'fg', '3')", The Warriors led by 13 following PLAYER_FIRST Iguodala's STAT pointer early in the second quarter.
"('UTA', 'fg3', '7')",Utah shot 41.3 percent from the floor but went 7 of 20 from beyond the arc.
"('GSW', 'pts', '103')","Utah, which lost to Golden State 106 103 on Nov."
"('UTA', 'fg3', '7')","The Jazz, still hurting in the middle without injured 7 foot 1 center Rudy Gobert, matched the Warriors with 40 rebounds."
"('UTA', 'trb', '40')","The Jazz, still hurting in the middle without injured 7 foot 1 center Rudy Gobert, matched the Warriors with 40 rebounds."
"('Durant,Kevin', 'fg3', '1')","Beat writers Baxter Holmes and Royce Young look at the differing situations surrounding the respective teams they cover, linked by STAT man: PLAYER_FIRST Durant."
"('Ibaka,Serge', 'pts', '17')","Westbrook and PLAYER_FIRST PLAYER_LAST each scored _STAT_ points in the half, offsetting STAT by Bryant."
"('Bosh,Chris', 'ast', '4')","Davis was stellar in his Christmas debut, leading the Pelicans with 29 15 rebounds, STAT assists and STAT steals."
"('Bosh,Chris', 'ast', '4')","Davis was stellar in his Christmas debut, leading the Pelicans with 29 15 rebounds, STAT assists and STAT steals."
"('Davis,Anthony', 'pts', '29')","PLAYER_LAST was stellar in his Christmas debut, leading the Pelicans with STAT points, 15 rebounds, four assists and four steals."
"('Davis,Anthony', 'trb', '15')","PLAYER_LAST was stellar in his Christmas debut, leading the Pelicans with 29 STAT rebounds, four assists and four steals."
"('Davis,Anthony', 'ast', '4')","PLAYER_LAST was stellar in his Christmas debut, leading the Pelicans with 29 15 rebounds, STAT assists and STAT steals."
"('Davis,Anthony', 'stl', '4')","PLAYER_LAST was stellar in his Christmas debut, leading the Pelicans with 29 15 rebounds, STAT assists and STAT steals."
"('Davis,Anthony', 'ast', '4')","PLAYER_LAST was stellar in his Christmas debut, leading the Pelicans with 29 15 rebounds, STAT assists and STAT steals."
"('Davis,Anthony', 'stl', '4')","PLAYER_LAST was stellar in his Christmas debut, leading the Pelicans with 29 15 rebounds, STAT assists and STAT steals."
"('Bosh,Chris', 'fg3', '2')"," The win moved the Heat to an NBA best 10 STAT all time on Christmas, including seven straight wins."
"('Wade,Dwyane', 'fg', '7')",WADE'S HISTORY The Heat are now 10 1 when PLAYER_LAST plays on Christmas and only STAT players in NBA history have appeared in more Dec.
"('Whiteside,Hassan', 'trb', '17')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for Miami, in just under 25 minutes."
"('Davis,Anthony', 'fg', '13')",New Orleans' largest first half deficit was STAT which was trimmed to 42 38 going into intermission after Davis' follow slam closed the scoring.
"('Westbrook,Russell', 'fg', '9')","Kevin Durant had 29 STAT rebounds and seven assists for Oklahoma City, and PLAYER_FIRST PLAYER_LAST added 26 eight assists and seven rebounds."
"('Westbrook,Russell', 'trb', '7')","Kevin Durant had 29 nine rebounds and STAT assists for Oklahoma City, and PLAYER_FIRST PLAYER_LAST added 26 eight assists and STAT rebounds."
"('Westbrook,Russell', 'pts', '26')","Kevin Durant had 29 points, nine rebounds and seven assists for Oklahoma City, and PLAYER_FIRST PLAYER_LAST added STAT points, eight assists and seven rebounds."
"('Westbrook,Russell', 'ast', '8')","Kevin Durant had 29 nine rebounds and seven assists for Oklahoma City, and PLAYER_FIRST PLAYER_LAST added 26 STAT assists and seven rebounds."
"('Westbrook,Russell', 'trb', '7')","Kevin Durant had 29 nine rebounds and STAT assists for Oklahoma City, and PLAYER_FIRST PLAYER_LAST added 26 eight assists and STAT rebounds."
"('Morrow,Anthony', 'fg', '3')",PLAYER_LAST made STAT STAT pointers in the fourth quarter.
"('Morrow,Anthony', 'fg3', '3')",PLAYER_LAST made STAT STAT pointers in the fourth quarter.
"('Morrow,Anthony', 'fg', '3')",PLAYER_LAST made STAT STAT pointers in the fourth quarter.
"('Morrow,Anthony', 'fg3', '3')",PLAYER_LAST made STAT STAT pointers in the fourth quarter.
"('Gibson,Taj', 'pts', '13')"," Derrick Rose added 19 points, and PLAYER_LAST had STAT points and 10 rebounds."
"('Gibson,Taj', 'trb', '10')", Derrick Rose added 19 and PLAYER_LAST had STAT rebounds.
"('OKC', 'fg', '37')","Chicago led 51 37 with 4:58 left in the first half, but the Thunder cut it to 54 52 at halftime."
"('Rose,Derrick', 'pts', '19')"," PLAYER_FIRST PLAYER_LAST added STAT points, and Gibson had _STAT_ points and 10 rebounds."
"('Morrow,Anthony', 'fg', '3')","A pair of STAT pointers by PLAYER_LAST cut Chicago's lead to 97 89 with just under 5 minutes to play, but the Bulls hung on."
"('Morrow,Anthony', 'fg3', '3')","A pair of STAT pointers by PLAYER_LAST cut Chicago's lead to 97 89 with just under 5 minutes to play, but the Bulls hung on."
"('Kanter,Enes', 'fg', '6')","Morrow and PLAYER_LAST don't start, in part, because of defensive shortcomings, but that group held the Bulls to STAT for 20 shooting."
"('Kanter,Enes', 'fg', '6')",PLAYER_LAST entered the game and had STAT seven rebounds in the first quarter.
"('Kanter,Enes', 'orb', '7')",PLAYER_LAST entered the game and had six STAT rebounds in the first quarter.
"('Durant,Kevin', 'pts', '29')","PLAYER_FIRST PLAYER_LAST had STAT points, nine rebounds and seven assists for Oklahoma City, and Russell Westbrook added 26 points, eight assists and seven rebounds."
"('Durant,Kevin', 'trb', '9')","PLAYER_FIRST PLAYER_LAST had 29 STAT rebounds and seven assists for Oklahoma City, and Russell Westbrook added 26 eight assists and seven rebounds."
"('Durant,Kevin', 'ast', '7')","PLAYER_FIRST PLAYER_LAST had 29 nine rebounds and STAT assists for Oklahoma City, and Russell Westbrook added 26 eight assists and STAT rebounds."
"('Durant,Kevin', 'ast', '7')","PLAYER_FIRST PLAYER_LAST had 29 nine rebounds and STAT assists for Oklahoma City, and Russell Westbrook added 26 eight assists and STAT rebounds."
"('Rose,Derrick', 'fg3', '0')","""I think we did a really good job of making sure we closed out to 3 point shooters,"" PLAYER_LAST said."
"('Morrow,Anthony', 'fg', '3')","is a great STAT point shooter, (Anthony) Morrow, and Westbrook when his feet are set, and you just can't let them get hot."
"('Morrow,Anthony', 'fg3', '3')","is a great STAT point shooter, (Anthony) Morrow, and Westbrook when his feet are set, and you just can't let them get hot."
"('Irving,Kyrie', 'pts', '13')","Love scored just _STAT_ points on 5 for 16 shooting, and PLAYER_LAST missed 11 of 15 shots in a STAT point game."
"('Irving,Kyrie', 'fg3', '0')","Love scored just _STAT_ on 5 for 16 shooting, and PLAYER_LAST missed 11 of 15 shots in a 13 point game."
"('Curry,Stephen', 'pts', '19')"," PLAYER_LAST added STAT points, Klay Thompson had 18, and the Warriors improved to 28 1 by winning their 32nd straight regular season home game."
"('Curry,Stephen', 'fg3', '1')"," PLAYER_LAST added 19 Klay Thompson had 18, and the Warriors improved to 28 STAT by winning their 32nd straight regular season home game."
"('Curry,Stephen', 'fg3', '1')","""It's good to have STAT of those every so often,"" guard PLAYER_FIRST PLAYER_LAST said."
"('CLE', 'fg3', '5')","OFF TARGET The Cavaliers struggled from long range, making just five of 30 3 pointers."
"('CLE', 'fg', '30')","OFF TARGET The Cavaliers struggled from long range, making just five of 30 3 pointers."
"('GSW', 'fg', '32')","Instead of doing it with 3 pointers, defending champion Golden State maintained its edge over Cleveland by limiting the Cavaliers to 32 percent shooting."
"('Smith,J.R.', 'fg', '4')","PLAYER_LAST was STAT for 8, while the rest of the team hit just one in 22 attempts."
"('Smith,J.R.', 'fg3', '4')","PLAYER_LAST was STAT for 8, while the rest of the team hit just one in 22 attempts."
"('Livingston,Shaun', 'pts', '16')",G PLAYER_FIRST PLAYER_LAST scored a season high STAT points off the bench.
"('Thompson,Klay', 'fg3', '1')"," Curry added 19 PLAYER_FIRST PLAYER_LAST had 18, and the Warriors improved to 28 STAT by winning their 32nd straight regular season home game."
"('Mozgov,Timofey', 'fg', '0')",C PLAYER_FIRST PLAYER_LAST had STAT on STAT for 5 shooting.
"('Mozgov,Timofey', 'fg3', '0')",C PLAYER_FIRST PLAYER_LAST had STAT on STAT for 5 shooting.
"('Mozgov,Timofey', 'pts', '0')",C PLAYER_FIRST PLAYER_LAST had STAT points on STAT for 5 shooting.
"('Mozgov,Timofey', 'fg', '0')",C PLAYER_FIRST PLAYER_LAST had STAT on STAT for 5 shooting.
"('Mozgov,Timofey', 'fg3', '0')",C PLAYER_FIRST PLAYER_LAST had STAT on STAT for 5 shooting.
"('Mozgov,Timofey', 'pts', '0')",C PLAYER_FIRST PLAYER_LAST had STAT points on STAT for 5 shooting.
"('Love,Kevin', 'pts', '10')","PLAYER_LAST scored just STAT points on 5 for 16 shooting, and Irving missed 11 of 15 shots in a 13 point game."
"('Love,Kevin', 'fg', '5')","PLAYER_LAST scored just _STAT_ on STAT for 16 shooting, and Irving missed 11 of 15 shots in a 13 point game."
"('Love,Kevin', 'fg3', '0')","PLAYER_LAST scored just _STAT_ on 5 for 16 shooting, and Irving missed 11 of 15 shots in a 13 point game."
"('James,LeBron', 'pts', '25')", PLAYER_FIRST PLAYER_LAST scored STAT points to lead the Cavaliers.
"('HOU', 'fg3', '7')",The improved Houston defense held San Antonio to a season low in snapped the Spurs' season best seven game winning streak.
"('HOU', 'pts', '88')",The Houston Rockets outlasted the San Antonio Spurs 88 84 on Christmas Day behind their star and a 38 year old veteran.
"('Duncan,Tim', 'trb', '11')",PLAYER_LAST had STAT rebounds.
"('Howard,Dwight', 'pts', '11')",Rockets: PLAYER_LAST had STAT points and _STAT_ rebounds for his third double double in the past five games.
"('Howard,Dwight', 'trb', '12')",Rockets: PLAYER_LAST had STAT rebounds for his third double double in the past five games.
"('Aldridge,LaMarcus', 'pts', '18')",TIP INS Spurs: PLAYER_LAST added STAT points and rebounds.
"('SAS', 'fg3', '5')","The Spurs struggled on long range shooting, making just 5 of 19 3 pointers."
"('Beverley,Patrick', 'pts', '3')",Pat PLAYER_LAST got that spurt going with a STAT pointer and Harden made the next six points in that span.
"('Leonard,Kawhi', 'fg', '8')","PLAYER_LAST made just STAT of 19 shots, and Aldridge was 9 of 17."
"('Aldridge,LaMarcus', 'fg', '9')","Leonard made just 8 of 19 shots, and PLAYER_LAST was STAT of 17."
"('Harden,James', 'pts', '20')",PLAYER_LAST scored 18 of his STAT points in the second half against the Spurs.
"('SAS', 'pts', '84')",The Houston Rockets outlasted the San Antonio Spurs 88 84 on Christmas Day behind their star and a 38 year old veteran.
"('Leonard,Kawhi', 'fg3', '2')",PLAYER_LAST highlighted that run with a running STAT handed dunk.
"('SAS', 'pts', '84')",James Harden had _STAT_ points and the Rockets slowed down the soaring Spurs with an 88 84 victory.
"('Harden,James', 'pts', '20')",PLAYER_FIRST PLAYER_LAST had STAT points and the Rockets slowed down the soaring Spurs with an 88 84 victory.
"('HOU', 'pts', '88')",James Harden had _STAT_ points and the Rockets slowed down the soaring Spurs with an 88 84 victory.
"('Leonard,Kawhi', 'pts', '20')",PLAYER_LAST had STAT points to lead San Antonio.
"('Bryant,Kobe', 'pts', '12')", PLAYER_FIRST PLAYER_LAST scored STAT points for the Lakers in his NBA record 16th and final Christmas Day game.
"('Bryant,Kobe', 'fg', '4')","The Lakers are 6 10 on Christmas when PLAYER_LAST has played, including 0 STAT against Miami."
"('Paul,Chris', 'pts', '23')","""We've had to do that before,"" said Paul, who had STAT points and six assists."
"('Paul,Chris', 'ast', '6')","""We've had to do that before,"" said Paul, who had STAT assists."
"('Paul,Chris', 'fg3', '0')","The Lakers are 6 10 on Christmas when Bryant has played, including STAT 4 against Miami."
"('Redick,J.J.', 'pts', '14')"," PLAYER_LAST had STAT points, and Jordan had nine points and STAT rebounds for the Clippers."
"('Redick,J.J.', 'pts', '14')"," PLAYER_LAST had STAT points, and Jordan had nine points and STAT rebounds for the Clippers."
"('Jordan,DeAndre', 'trb', '14')", Redick had STAT and PLAYER_LAST had nine STAT rebounds for the Clippers.
"('Jordan,DeAndre', 'pts', '9')"," Redick had _STAT_ points, and PLAYER_LAST had STAT points and _STAT_ rebounds for the Clippers."
"('Jordan,DeAndre', 'trb', '14')", Redick had STAT and PLAYER_LAST had nine STAT rebounds for the Clippers.
"('Young,Thaddeus', 'pts', '16')",PLAYER_FIRST PLAYER_LAST finished with STAT points and 14 boards.
"('Young,Thaddeus', 'trb', '14')",PLAYER_FIRST PLAYER_LAST finished with STAT boards.
"('Lopez,Brook', 'fg', '9')","PLAYER_LAST made STAT field goals and passed Vince Carter (3,126) for second in franchise history."
"('Eddie,Jarell', 'fg', '4')","Eddie, just signed Wednesday, then went STAT for STAT behind the arc as Washington outscored Brooklyn 23 7 to open the final period."
"('Eddie,Jarell', 'fg3', '4')","Eddie, just signed Wednesday, then went STAT for STAT behind the arc as Washington outscored Brooklyn 23 7 to open the final period."
"('Eddie,Jarell', 'fg', '4')","Eddie, just signed Wednesday, then went STAT for STAT behind the arc as Washington outscored Brooklyn 23 7 to open the final period."
"('Eddie,Jarell', 'fg3', '4')","Eddie, just signed Wednesday, then went STAT for STAT behind the arc as Washington outscored Brooklyn 23 7 to open the final period."
"('WAS', 'fg3', '12')", The Wizards led by 12 in the first half before the Nets rallied to take the lead in the third.
"('TOR', 'ast', '31')","The Raptors had a season high 31 assists, including nine by Kyle Lowry."
"('TOR', 'fg3', '13')", The Raptors finished with 13 3s and improved to 7 3 when they hit at least 10 from long range.
"('TOR', 'fg3', '13')",Lowry scored 13 of his _STAT_ in the second quarter and Ross added 10 as the Raptors led 56 52 at the half.
"('TOR', 'pts', '111')",DeMar DeRozan had _STAT_ points and eight assists and Terrence Ross scored _STAT_ points to lead the Raptors past the Bucks 111 90 on Saturday.
"('Monroe,Greg', 'pts', '19')",PLAYER_FIRST PLAYER_LAST scored STAT points for Milwaukee.
"('TOR', 'orb', '9')","TIP INS Raptors: Biyombo grabbed nine rebounds in the first quarter, just one in the second and blocked three shots in the first half."
"('Biyombo,Bismack', 'pts', '14')",DOUBLE DOUBLE STREAK PLAYER_LAST extended his career best double double streak to six games with STAT points and 12 rebounds.
"('Biyombo,Bismack', 'trb', '12')",DOUBLE DOUBLE STREAK PLAYER_LAST extended his career best double double streak to six games with STAT rebounds.
"('Scola,Luis', 'pts', '17')","PLAYER_FIRST PLAYER_LAST scored STAT points, including 3 of 4 from behind the arc, and grabbed _STAT_ rebounds for the Raptors."
"('Scola,Luis', 'fg3', '3')","PLAYER_FIRST PLAYER_LAST scored 17 including STAT of 4 from behind the arc, and grabbed _STAT_ rebounds for the Raptors."
"('Scola,Luis', 'trb', '11')","PLAYER_FIRST PLAYER_LAST scored 17 including 3 of 4 from behind the arc, and grabbed STAT rebounds for the Raptors."
"('Biyombo,Bismack', 'orb', '3')","TIP INS Raptors: PLAYER_LAST grabbed nine rebounds in the first quarter, just one in the second and blocked STAT shots in the first half."
"('MIL', 'pts', '90')",DeMar DeRozan had _STAT_ points and eight assists and Terrence Ross scored _STAT_ points to lead the Raptors past the Bucks 111 90 on Saturday.
"('Lowry,Kyle', 'pts', '16')",PLAYER_LAST scored 13 of his STAT points in the second quarter and Ross added 10 as the Raptors led 56 52 at the half.
"('Lowry,Kyle', 'ast', '9')","The Raptors had a season high 31 assists, including STAT by PLAYER_FIRST Lowry."
"('Scola,Luis', 'fg', '7')","""We got hot with STAT good shots,"" PLAYER_LAST said."
"('CHO', 'fg3', '14')","Hairston added 14 Jeremy Lin 13 and Frank Kaminsky 10 for the Hornets, who rallied from a five point deficit in the final period."
"('MEM', 'ft', '11')", TIP INS Grizzlies: Made just 11 of _STAT_ free throws (52.4 percent).
"('Hairston,P.J.', 'pts', '14')","PLAYER_LAST added STAT points, Jeremy Lin 13 and Frank Kaminsky 10 for the Hornets, who rallied from a five point deficit in the final period."
"('Hairston,P.J.', 'fg', '5')","PLAYER_LAST added 14 Jeremy Lin 13 and Frank Kaminsky 10 for the Hornets, who rallied from a STAT point deficit in the final period."
"('Kaminsky,Frank', 'pts', '10')","Hairston added 14 points, Jeremy Lin 13 and PLAYER_FIRST PLAYER_LAST STAT for the Hornets, who rallied from a five point deficit in the final period."
"('Walker,Kemba', 'ast', '8')","""We needed this one pretty bad,"" said Walker, who also had STAT assists."
"('CHO', 'fg3', '14')","Memphis committed 14 turnovers, leading to 23 Charlotte points."
"('Lamb,Jeremy', 'fg', '0')","Hairston added 14 PLAYER_FIRST Lin 13 and Frank Kaminsky 10 for the Hornets, who rallied from a five point deficit in the final period."
"('Lamb,Jeremy', 'fg3', '0')","Hairston added 14 PLAYER_FIRST Lin 13 and Frank Kaminsky 10 for the Hornets, who rallied from a five point deficit in the final period."
"('Lamb,Jeremy', 'pts', '0')","Hairston added 14 points, PLAYER_FIRST Lin 13 and Frank Kaminsky 10 for the Hornets, who rallied from a five point deficit in the final period."
"('Lin,Jeremy', 'pts', '13')","Hairston added 14 points, PLAYER_FIRST PLAYER_LAST STAT and Frank Kaminsky 10 for the Hornets, who rallied from a five point deficit in the final period."
"('Batum,Nicolas', 'pts', '20')","Nicholas PLAYER_LAST had STAT points and 11 rebounds, P.J."
"('Batum,Nicolas', 'trb', '11')","Nicholas PLAYER_LAST had STAT rebounds, P.J."
"('Harris,Tobias', 'pts', '13')","PLAYER_FIRST PLAYER_LAST scored STAT points for Orlando, and Evan Fournier had 12."
"('Vucevic,Nikola', 'pts', '22')", Nik PLAYER_LAST led Orlando with STAT points and 10 rebounds.
"('Vucevic,Nikola', 'trb', '10')", Nik PLAYER_LAST led Orlando with STAT rebounds.
"('Payton,Elfrid', 'pts', '18')",PLAYER_FIRST PLAYER_LAST added STAT points and seven assists.
"('Payton,Elfrid', 'ast', '7')",PLAYER_FIRST PLAYER_LAST added STAT assists.
"('ORL', 'pts', '101')","Payton made a driving layup to help Orlando close to 104 101 with 1:06 to play, but the Magic were shut out from there."
"('Dragic,Goran', 'pts', '22')","PLAYER_FIRST PLAYER_LAST scored STAT points, and reserve Gerald Green had 15."
"('Asik,Omer', 'pts', '10')","PLAYER_LAST finished with STAT points, his first time reaching that mark this season."
"('Davis,Anthony', 'pts', '24')","PLAYER_FIRST PLAYER_LAST had STAT points, _STAT_ rebounds and three blocked shots."
"('Davis,Anthony', 'trb', '13')",PLAYER_FIRST PLAYER_LAST had 24 STAT rebounds and three blocked shots.
"('HOU', 'fg3', '15')","FADING ACCURACY The Rockets made 15 of 33 3 point attempts, but made only four of their last 18 attempts from deep."
"('Gordon,Eric', 'pts', '26')"," PLAYER_FIRST PLAYER_LAST scored STAT for the Pelicans, hitting six 3 pointers as New Orleans shot 13 of 24 from long range."
"('Gordon,Eric', 'fg3', '6')"," PLAYER_FIRST PLAYER_LAST scored 26 for the Pelicans, hitting STAT 3 pointers as New Orleans shot 13 of 24 from long range."
"('Harden,James', 'pts', '25')",PLAYER_FIRST PLAYER_LAST scored STAT points for Houston.
"('Ariza,Trevor', 'fg3', '2')", BACK AND FORTH Houston opened the third quarter on a 12 STAT run comprised of three 3s by Beverley and one by Ariza.
"('Anderson,Ryan', 'pts', '16')",PLAYER_FIRST PLAYER_LAST added STAT points.
"('NOP', 'fg3', '13')"," Eric Gordon scored 26 for the Pelicans, hitting six 3 pointers as New Orleans shot 13 of 24 from long range."
"('Jones,Terrence', 'pts', '13')",TIP INS Rockets: PLAYER_LAST had STAT points for Houston.
"('NYK', 'fg3', '7')",New York has dropped three straight and seven of 11.
"('Williams,Derrick', 'pts', '12')",Lance Thomas and PLAYER_FIRST PLAYER_LAST each scored STAT for the Knicks.
"('Anthony,Carmelo', 'pts', '18')","PLAYER_FIRST Anthony, returning after missing one game with a sprained right ankle, finished with STAT points and _STAT_ rebounds for the Knicks."
"('Anthony,Carmelo', 'trb', '12')","PLAYER_FIRST Anthony, returning after missing one game with a sprained right ankle, finished with STAT rebounds for the Knicks."
"('Horford,Al', 'fg', '9')", The lead swelled to 17 on Horford's runner with STAT minutes remaining.
"('Thomas,Lance', 'pts', '12')",PLAYER_FIRST PLAYER_LAST and Derrick Williams each scored STAT for the Knicks.
"('Lopez,Robin', 'pts', '9')","Lopez, who had STAT points and four rebounds, was developing a bruise after the game."
"('Lopez,Robin', 'fg', '4')","Lopez, who had nine STAT rebounds, was developing a bruise after the game."
"('Lopez,Robin', 'trb', '4')","Lopez, who had nine STAT rebounds, was developing a bruise after the game."
"('NYK', 'orb', '12')","Carmelo Anthony, returning after missing one game with a sprained right ankle, finished with _STAT_ rebounds for the Knicks."
"('Drummond,Andre', 'pts', '22')", Pistons center PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds for his fifth 20 20 game of the season.
"('Drummond,Andre', 'trb', '22')", Pistons center PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds for his fifth 20 20 game of the season.
"('Drummond,Andre', 'pts', '22')", Pistons center PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds for his fifth 20 20 game of the season.
"('Drummond,Andre', 'trb', '22')", Pistons center PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds for his fifth 20 20 game of the season.
"('Blake,Steve', 'ast', '6')"," Jackson finished with two assists in 27 minutes while his backup, Blake, had STAT in 21 minutes."
"('Turner,Evan', 'fg', '5')","Detroit pulled within STAT in the last minute, and Boston's PLAYER_FIRST PLAYER_LAST was called for an offensive foul with 36 seconds left."
"('Turner,Evan', 'pts', '13')"," Each of Boston's starters scored in double figures, and PLAYER_LAST added STAT points in a reserve role."
"('Drummond,Andre', 'fg', '9')","PLAYER_LAST had STAT rebounds in the half, but went 3 for 8 from the line."
