event,sentence
"('Chandler,Tyson', 'trb', '9')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, while Raymond Felton and J.R."
"('Anthony,Carmelo', 'fg3', '3')",PLAYER_LAST bailed out the Knicks with a buzzer beating STAT pointer to make it 31 30 after one.
"('NYK', 'fg3', '4')",Smith played nearly 28 minutes after being benched in two of the Knicks' previous four games.
"('George,Paul', 'pts', '25')",PLAYER_LAST added STAT points and seven rebounds on a night six players scored in double figures.
"('George,Paul', 'trb', '7')",PLAYER_LAST added STAT rebounds on a night six players scored in double figures.
"('Anthony,Carmelo', 'pts', '28')","PLAYER_FIRST PLAYER_LAST finished with STAT points, nine in the first six minutes and 18 in the first quarter when it was still a game."
"('NYK', 'fg3', '4')",Indiana has won four straight home games against the Knicks.
"('Ibaka,Serge', 'pts', '21')",PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for the Thunder.
"('Ibaka,Serge', 'trb', '15')",PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Thunder.
"('Durant,Kevin', 'pts', '36')",PLAYER_FIRST PLAYER_LAST scored STAT points and Reggie Jackson added 23 to lift Oklahoma City to the victory.
"('HOU', 'pts', '92')","The Rockets didn't make another 3, and were held to a franchise low in points in the second half of the Thunder's 104 92 win."
"('Jackson,Reggie', 'pts', '23')",Kevin Durant scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT to lift Oklahoma City to the victory.
"('Howard,Dwight', 'pts', '11')",PLAYER_LAST had STAT points and eight rebounds for the Rockets.
"('Howard,Dwight', 'trb', '8')",PLAYER_LAST had STAT rebounds for the Rockets.
"('Parsons,Chandler', 'fg3', '3')","Durant had the big finish for the run, taking PLAYER_LAST off the dribble and pulling up to sink a STAT pointer at the buzzer."
"('OKC', 'pts', '104')","The Rockets didn't make another 3, and were held to a franchise low in points in the second half of the Thunder's 104 92 win."
"('Perkins,Kendrick', 'fg', '2')",The STAT had to be separated and PLAYER_LAST received a personal foul and they both were slapped with technicals for the scuffle.
"('Jordan,DeAndre', 'pts', '11')","PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the Clippers, who dominated the second half to hand the Knicks their third consecutive loss."
"('Jordan,DeAndre', 'trb', '16')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Clippers, who dominated the second half to hand the Knicks their third consecutive loss."
"('NYK', 'fg3', '7')","That doesn't guarantee any success this season, with the Knicks now 7 13 at Madison Square Garden."
"('Smith,J.R.', 'pts', '24')",PLAYER_LAST added STAT points off the bench.
"('Anthony,Carmelo', 'fg3', '2')","PLAYER_LAST was STAT of 10, but made all nine free throws for his 14 points."
"('LAC', 'fg', '33')", The Clippers tied it at 50 going into halftime despite shooting under 33 percent and going 3 of 18 on 3 pointers.
"('McRoberts,Josh', 'pts', '17')", PLAYER_FIRST PLAYER_LAST and Gerald Henderson added STAT points apiece for Charlotte.
"('ORL', 'fg3', '10')"," Orlando committed _STAT_ turnovers in the loss, and extended its season high losing streak to 10 games."
"('Henderson,Gerald', 'pts', '17')", Josh McRoberts and PLAYER_FIRST PLAYER_LAST added STAT points apiece for Charlotte.
"('Thompson,Hollis', 'fg3', '1')","At STAT point, Philadelphia used a lineup of Wroten, Dewayne Dedmon, PLAYER_FIRST Thompson, Brandon Davies and Elliot Williams."
"('Wroten,Tony', 'fg3', '1')","At STAT point, Philadelphia used a lineup of Wroten, Dewayne Dedmon, Hollis Thompson, Brandon Davies and Elliot Williams."
"('Williams,Elliot', 'fg', '1')","At STAT point, Philadelphia used a lineup of Wroten, Dewayne Dedmon, Hollis Thompson, Brandon Davies and PLAYER_FIRST Williams."
"('Battier,Shane', 'pts', '13')","Chris Bosh scored 25 points, and Norris Cole and PLAYER_FIRST PLAYER_LAST had STAT points."
"('Cole,Norris', 'pts', '13')","Chris Bosh scored 25 points, and PLAYER_FIRST PLAYER_LAST and Shane Battier had STAT points."
"('Hawes,Spencer', 'pts', '10')","Tony WroSTAT led Philadelphia with 13 points, and PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds."
"('Hawes,Spencer', 'trb', '10')",Tony WroSTAT led Philadelphia with 13 and PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds.
"('Hawes,Spencer', 'pts', '10')","Tony WroSTAT led Philadelphia with 13 points, and PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds."
"('Hawes,Spencer', 'trb', '10')",Tony WroSTAT led Philadelphia with 13 and PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds.
"('Battier,Shane', 'fg3', '3')","Bosh scored 15 in the first half, and PLAYER_LAST hit STAT 3s."
"('Wroten,Tony', 'pts', '13')","PLAYER_FIRST PLAYER_LAST led Philadelphia with STAT points, and Spencer Hawes had _STAT_ points and _STAT_ rebounds."
"('Bosh,Chris', 'pts', '25')","PLAYER_FIRST PLAYER_LAST scored STAT points, and Norris Cole and Shane Battier had 13 points."
"('Wade,Dwyane', 'pts', '8')","PLAYER_FIRST Wade, who missed the first game against the Sixers, scored STAT points on his 32nd birthday."
"('TOR', 'fg3', '11')",The Raptors improved to 11 3 when they make at least 10 3 pointers.
"('TOR', 'pts', '94')","Lowry scored 24 points, Amir Johnson had 19 and the Toronto Raptors beat Minnesota 94 89 for their 10th straight home victory over the Timberwolves."
"('Barea,J.J.', 'pts', '14')",Jose PLAYER_LAST scored STAT and Nikola Pekovic had 13.
"('Lowry,Kyle', 'pts', '24')","PLAYER_LAST scored STAT points, Amir Johnson had 19 and the Toronto Raptors beat Minnesota 94 89 for their 10th straight home victory over the Timberwolves."
"('MIN', 'fg3', '3')","Toronto went 11 for 24 from beyond the arc, while Minnesota was 3 for 18."
"('MIN', 'pts', '89')","Lowry scored 24 points, Amir Johnson had 19 and the Toronto Raptors beat Minnesota 94 89 for their 10th straight home victory over the Timberwolves."
"('TOR', 'fg3', '11')","Toronto went 11 for 24 from beyond the arc, while Minnesota was 3 for 18."
"('Salmons,John', 'pts', '2')","Barea missed a 3 and then, after a Wolves rebound, had his STAT point shot blocked by Johnson."
"('Salmons,John', 'fg3', '0')","Barea missed a 3 and then, after a Wolves rebound, had his two point shot blocked by Johnson."
"('Vasquez,Greivis', 'pts', '3')", Toronto led 73 63 on a STAT by PLAYER_FIRST PLAYER_LAST with 8:44 left.
"('Johnson,Amir', 'pts', '19')","Lowry scored 24 points, PLAYER_FIRST PLAYER_LAST had STAT and the Toronto Raptors beat Minnesota 94 89 for their 10th straight home victory over the Timberwolves."
"('Barea,J.J.', 'fg3', '0')","PLAYER_LAST missed a 3 and then, after a Wolves rebound, had his two point shot blocked by Johnson."
"('Wall,John', 'fg3', '0')",But the Wizards responded with the 10 point burst that included the exciting shot by Wall.
"('CHI', 'fg3', '9')","Chicago (18 20) also was trying to reach .500, but missed eight of its final nine field goals."
"('Hinrich,Kirk', 'pts', '18')"," PLAYER_FIRST PLAYER_LAST led Chicago with STAT points, and D.J."
"('Wall,John', 'pts', '23')","PLAYER_FIRST PLAYER_LAST had STAT points and 11 assists, and Washington beat the Chicago Bulls 96 93 on Friday night for its third consecutive victory."
"('Wall,John', 'ast', '11')","PLAYER_FIRST PLAYER_LAST had STAT assists, and Washington beat the Chicago Bulls 96 93 on Friday night for its third consecutive victory."
"('Gortat,Marcin', 'pts', '13')",PLAYER_LAST had STAT points as Washington moved to .500 for the first time since Dec.
"('Hilario,Nene', 'fg', '3')",Jimmy Butler tried for a tying STAT pointer and was blocked by PLAYER_FIRST as time expired.
"('CHI', 'pts', '93')","John Wall had _STAT_ points and 11 assists, and Washington beat the Chicago Bulls 96 93 on Friday night for its third consecutive victory."
"('WAS', 'fg3', '6')", Washington had six players score in double figures.
"('Noah,Joakim', 'trb', '12')","PLAYER_LAST had STAT rebounds for his 11th straight game in double digits, a career best."
"('Wall,John', 'fg3', '0')", PLAYER_LAST had a circus shot in the third quarter that helped spark a 10 STAT run.
"('Webster,Martell', 'pts', '14')",Bradley Beal and PLAYER_FIRST PLAYER_LAST had STAT points apiece.
"('Beal,Bradley', 'pts', '14')",PLAYER_FIRST PLAYER_LAST and Martell Webster had STAT points apiece.
"('WAS', 'pts', '96')","John Wall had _STAT_ points and 11 assists, and Washington beat the Chicago Bulls 96 93 on Friday night for its third consecutive victory."
"('Meeks,Jodie', 'fg3', '2')","PLAYER_FIRST PLAYER_LAST made a 3 pointer to make it a STAT point game, and then Marshall made one to give the Lakers the lead."
"('Kelly,Ryan', 'pts', '20')",PLAYER_FIRST PLAYER_LAST scored STAT points and Wesley Johnson added _STAT_ points and _STAT_ rebounds.
"('Olynyk,Kelly', 'fg', '11')",Ryan PLAYER_FIRST Wesley Johnson added STAT STAT rebounds.
"('Olynyk,Kelly', 'fg', '11')",Ryan PLAYER_FIRST Wesley Johnson added STAT STAT rebounds.
"('Olynyk,Kelly', 'pts', '25')", PLAYER_FIRST PLAYER_LAST scored a career high STAT points for Boston.
"('Johnson,Wesley', 'pts', '11')",Ryan Kelly scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points and STAT rebounds.
"('Johnson,Wesley', 'trb', '11')",Ryan Kelly PLAYER_FIRST PLAYER_LAST added STAT STAT rebounds.
"('Johnson,Wesley', 'pts', '11')",Ryan Kelly scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points and STAT rebounds.
"('Johnson,Wesley', 'trb', '11')",Ryan Kelly PLAYER_FIRST PLAYER_LAST added STAT STAT rebounds.
"('BOS', 'fg3', '7')",The Celtics missed their last seven shots while giving up _STAT_ in a row    including three straight 3 pointers.
"('UTA', 'fg3', '9')","Game notes
 Utah went 9 of 22 from 3 point range and played the Pistons to a 44 all tie in the paint."
"('Smith,Josh', 'fg', '1')",PLAYER_LAST and Monroe made only STAT field goal each.
"('Favors,Derrick', 'pts', '8')",The Jazz scored the first STAT points of the third quarter and led 66 45 after a dunk by Favors.
"('Kanter,Enes', 'pts', '18')", PLAYER_FIRST PLAYER_LAST added STAT points for Utah and Marvin Williams scored 17.
"('Monroe,Greg', 'fg', '1')",Smith and PLAYER_LAST made only STAT field goal each.
"('Singler,Kyle', 'pts', '13')",PLAYER_FIRST PLAYER_LAST scored STAT points for the Pistons.
"('DET', 'pts', '89')","He had _STAT_ points and a career high 12 assists, leading the Jazz to a 110 89 rout of the Detroit Pistons on Friday night."
"('Drummond,Andre', 'pts', '10')",PLAYER_LAST had STAT points and 13 rebounds.
"('Drummond,Andre', 'trb', '13')",PLAYER_LAST had STAT rebounds.
"('UTA', 'pts', '110')","He had _STAT_ points and a career high 12 assists, leading the Jazz to a 110 89 rout of the Detroit Pistons on Friday night."
"('Thompson,Jason', 'pts', '10')",PLAYER_FIRST PLAYER_LAST and Derrick Williams had STAT points each.
"('Williams,Derrick', 'pts', '10')",Jason Thompson and PLAYER_FIRST PLAYER_LAST had STAT points each.
"('Lee,Courtney', 'pts', '17')","PLAYER_FIRST PLAYER_LAST added STAT points for Memphis, which won its season best fifth straight."
"('MEM', 'pts', '91')",Memphis scored 10 straight points to retake the lead 91 88 with 54.2 seconds remaining.
"('Gasol,Marc', 'fg', '7')",The Kings still held a STAT point advantage after Joerger's technical for arguing a call against PLAYER_LAST with 4:01 left.
"('Gasol,Marc', 'fg3', '0')",The Kings still held a seven point advantage after Joerger's technical for arguing a call against PLAYER_LAST with 4:01 left.
"('Thomas,Isaiah', 'pts', '14')",PLAYER_FIRST PLAYER_LAST finished with STAT points and nine assists.
"('Thomas,Isaiah', 'ast', '9')",PLAYER_FIRST PLAYER_LAST finished with STAT assists.
"('SAC', 'pts', '90')",he _STAT_ points by Sacramento marked only the second time in the past 15 games that the Kings scored fewer than 100.
"('Matthews,Wesley', 'fg3', '6')","PLAYER_LAST shot STAT for 7 on 3 pointers, including going 3 for 3 in the final 4 minutes to snuff the Spurs' hopes."
"('Duncan,Tim', 'pts', '13')","PLAYER_FIRST PLAYER_LAST had STAT points and Tony Parker added 12, but the two combined for just eight points in the second half."
"('Aldridge,LaMarcus', 'fg', '11')","PLAYER_LAST scored eight of Portland's STAT late in the game, and his jumper gave Portland a 97 93 lead."
"('POR', 'fg3', '8')","Aldridge scored eight of Portland's _STAT_ late in the game, and his jumper gave Portland a 97 93 lead."
"('Ginobili,Manu', 'pts', '29')"," PLAYER_FIRST PLAYER_LAST had a season high STAT points, and Boris Diaw and Marco Belinelli added _STAT_ points each for the Spurs."
"('Belinelli,Marco', 'pts', '14')"," Manu Ginobili had a season high 29 points, and Boris Diaw and PLAYER_FIRST PLAYER_LAST added STAT points each for the Spurs."
"('Lillard,Damian', 'pts', '21')", PLAYER_FIRST PLAYER_LAST had STAT points and eight assists and Mo Williams added _STAT_ points as Portland snapped San Antonio's six game winning streak.
"('Lillard,Damian', 'fg', '6')", PLAYER_FIRST PLAYER_LAST had eight assists and Mo Williams added _STAT_ as Portland snapped San Antonio's STAT game winning streak.
"('SAS', 'ast', '21')", Damian Lillard had eight assists and Mo Williams added _STAT_ as Portland snapped San Antonio's six game winning streak.
"('SAS', 'fg3', '8')", Damian Lillard had eight assists and Mo Williams added _STAT_ as Portland snapped San Antonio's six game winning streak.
"('POR', 'ast', '21')", Damian Lillard had eight assists and Mo Williams added _STAT_ as Portland snapped San Antonio's six game winning streak.
"('POR', 'fg3', '8')", Damian Lillard had eight assists and Mo Williams added _STAT_ as Portland snapped San Antonio's six game winning streak.
"('Diaw,Boris', 'pts', '14')"," Manu Ginobili had a season high 29 points, and PLAYER_FIRST PLAYER_LAST and Marco Belinelli added STAT points each for the Spurs."
"('Williams,Mo', 'pts', '13')", Damian Lillard had _STAT_ points and eight assists and PLAYER_FIRST PLAYER_LAST added STAT points as Portland snapped San Antonio's six game winning streak.
"('Deng,Luol', 'pts', '18')",PLAYER_LAST is averaging STAT points since coming to the Cavaliers in a trade with Chicago on Jan.
"('CLE', 'fg3', '5')", The Cavaliers finished their five game trip with a 3 2 record after winning in Denver for the second time in three years.
"('DEN', 'fg3', '14')",Randy Foye led Denver with _STAT_ at the break.
"('Miles,C.J.', 'pts', '19')","PLAYER_LAST added STAT points, including four free throws down the stretch, and Luol Deng scored 18."
"('Miles,C.J.', 'ft', '4')","PLAYER_LAST added 19 including STAT free throws down the stretch, and Luol Deng scored 18."
"('CLE', 'ft', '28')","Cleveland went 28 for 35 at the free throw line, including 12 of 15 in the fourth quarter."
"('CLE', 'fg3', '5')",Cleveland had five players score in double figures.
"('DEN', 'pts', '109')","Irving scored 23 points, Tristan Thompson had _STAT_ points and _STAT_ rebounds and the Cavaliers beat the Denver Nuggets 117 109 on Friday night."
"('DEN', 'fg3', '14')", The Cavaliers led by 14 in the third quarter but Denver made a push to close to 87 80 heading into the fourth.
"('Chandler,Wilson', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST scored STAT points and Ty Lawson had _STAT_ points and _STAT_ assists for the Nuggets, who have dropped two of three."
"('CLE', 'fg3', '5')", The Cavaliers responded with five straight points.
"('Lawson,Ty', 'pts', '19')"," Wilson Chandler scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists for the Nuggets, who have dropped two of three."
"('Lawson,Ty', 'ast', '11')"," Wilson Chandler PLAYER_FIRST PLAYER_LAST had STAT assists for the Nuggets, who have dropped two of three."
"('Lawson,Ty', 'fg3', '2')"," Wilson Chandler PLAYER_FIRST PLAYER_LAST had _STAT_ assists for the Nuggets, who have dropped STAT of three."
"('Irving,Kyrie', 'pts', '23')","PLAYER_LAST scored STAT points, Tristan Thompson had _STAT_ points and _STAT_ rebounds and the Cavaliers beat the Denver Nuggets 117 109 on Friday night."
"('CLE', 'pts', '117')","Irving scored 23 points, Tristan Thompson had _STAT_ points and _STAT_ rebounds and the Cavaliers beat the Denver Nuggets 117 109 on Friday night."
"('Chandler,Wilson', 'fg', '7')",PLAYER_LAST scored STAT in the period.
"('Thompson,Tristan', 'pts', '20')","Irving scored 23 points, PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds and the Cavaliers beat the Denver Nuggets 117 109 on Friday night."
"('Thompson,Tristan', 'trb', '10')",Irving scored 23 PLAYER_FIRST PLAYER_LAST had STAT rebounds and the Cavaliers beat the Denver Nuggets 117 109 on Friday night.
"('Nowitzki,Dirk', 'pts', '21')","Monta Ellis scored 24 and PLAYER_FIRST PLAYER_LAST STAT for the Mavericks, who never trailed."
"('Morris,Markieff', 'trb', '12')","Goran Dragic scored 28 and PLAYER_FIRST PLAYER_LAST added 23, including 14 in the final quarter, and grabbed STAT rebounds."
"('Morris,Marcus', 'pts', '13')","Morris' twin brother PLAYER_FIRST scored STAT for the Suns, who have lost four of five."
"('Morris,Marcus', 'fg', '4')","Morris' twin brother PLAYER_FIRST scored 13 for the Suns, who have lost STAT of five."
"('Ellis,Monta', 'pts', '24')","PLAYER_FIRST PLAYER_LAST scored STAT and Dirk Nowitzki 21 for the Mavericks, who never trailed."
"('Dragic,Goran', 'pts', '28')","PLAYER_FIRST PLAYER_LAST scored STAT points, and Markieff Morris added 23, including 14 in the final quarter, and grabbed 12 rebounds."
"('Dragic,Goran', 'fg', '12')","PLAYER_FIRST PLAYER_LAST scored 28 and Markieff Morris added 23, including 14 in the final quarter, and grabbed STAT rebounds."
"('Larkin,Shane', 'fg', '6')","PLAYER_LAST made STAT of 8 shots, including two of three 3 pointers and had five assists in 26 1/2 minutes."
"('Larkin,Shane', 'fg3', '2')","PLAYER_LAST made 6 of 8 shots, including STAT of three 3 pointers and had five assists in 26 1/2 minutes."
"('Larkin,Shane', 'ast', '5')","PLAYER_LAST made 6 of 8 shots, including two of three 3 pointers and had STAT assists in 26 1/2 minutes."
"('PHO', 'fg', '42')","Phoenix scored the next eight, cutting it to 44 42 on Markieff Morris' length of the court pass to Tucker for a layup."
"('Marion,Shawn', 'pts', '16')",PLAYER_FIRST PLAYER_LAST scored eight of his STAT in the third quarter for Dallas.
"('Larkin,Shane', 'fg3', '2')",Larkin's STAT free throws boosted it to 110 105 with 11.1 seconds to go.
"('Larkin,Shane', 'fg3', '2')","Larkin's STAT free throws put Dallas ahead 108 101 with 1:19 left, then Dragic led the Suns on a frenzied run."
"('Durant,Kevin', 'fg', '19')", PLAYER_LAST made STAT of _STAT_ field goals and 11 of _STAT_ free throws in his third straight game with at least 36 points.
"('Durant,Kevin', 'ft', '11')", PLAYER_LAST made 19 of _STAT_ field goals and STAT of _STAT_ free throws in his third straight game with at least 36 points.
"('OKC', 'fg3', '9')","The 6 foot 9 forward had _STAT_ during one two minute stretch in the fourth quarter, powering the Thunder to a 17 point lead."
"('GSW', 'fg3', '16')",The Warriors made 10 of 16 3 pointers in the first half to stay in the game.
"('Crawford,Jordan', 'fg', '3')",Golden State G PLAYER_FIRST PLAYER_LAST played for the first time since being acquired from Boston in a STAT team trade.
"('George,Paul', 'fg3', '5')","""It was just instinctive,"" PLAYER_LAST said after helping to end the Clippers' STAT game winning streak."
"('George,Paul', 'fg', '12')","PLAYER_LAST barely missed, going STAT of 17 from the field, 5 of 6 on 3 pointers and 7 of 7 from the free throw line."
"('George,Paul', 'fg3', '5')","PLAYER_LAST barely missed, going 12 of 17 from the field, STAT of 6 on 3 pointers and 7 of 7 from the free throw line."
"('George,Paul', 'ft', '7')","PLAYER_LAST barely missed, going 12 of 17 from the field, 5 of 6 on 3 pointers and STAT of STAT from the free throw line."
"('George,Paul', 'ft', '7')","PLAYER_LAST barely missed, going 12 of 17 from the field, 5 of 6 on 3 pointers and STAT of STAT from the free throw line."
"('Granger,Danny', 'pts', '12')","PLAYER_FIRST PLAYER_LAST added STAT points and now has nine double figure games in 14 appearances this season, while C.J."
"('West,David', 'fg', '2')",Power forward PLAYER_FIRST PLAYER_LAST was ejected at halftime after the officials gave him a flagrant STAT foul after a replay review.
"('Watson,C.J.', 'pts', '11')",PLAYER_LAST had STAT points.
"('Hibbert,Roy', 'blk', '5')","PLAYER_LAST finished with STAT blocks, all in the first quarter."
"('LAC', 'fg3', '5')",The Clippers' five game winning streak matched a season best.
"('Hill,George', 'pts', '6')","George, last year's Most Improved Player, has STAT 30 point games and 27 20 point games this season."
"('Hill,George', 'fg3', '0')","George, last year's Most Improved Player, has six 30 point games and 27 20 point games this season."
"('Hill,George', 'fg3', '0')","George, last year's Most Improved Player, has six 30 point games and 27 20 point games this season."
"('Stephenson,Lance', 'pts', '22')","Stephenson, who leads the NBA with three triple doubles, settled for STAT points, _STAT_ rebounds and seven assists."
"('Stephenson,Lance', 'trb', '12')","Stephenson, who leads the NBA with three triple doubles, settled for 22 STAT rebounds and seven assists."
"('Stephenson,Lance', 'ast', '7')","Stephenson, who leads the NBA with three triple doubles, settled for 22 _STAT_ rebounds and STAT assists."
"('Hill,George', 'pts', '6')","PLAYER_FIRST barely missed, going 12 of 17 from the field, 5 of STAT on 3 pointers and 7 of 7 from the free throw line."
"('LAC', 'fg3', '5')","""It was just instinctive,"" George said after helping to end the Clippers' five game winning streak."
"('Bynum,Will', 'pts', '7')"," Reserve guard PLAYER_FIRST PLAYER_LAST also played a role, scoring STAT points and dealing six assists."
"('Bynum,Will', 'ast', '6')"," Reserve guard PLAYER_FIRST PLAYER_LAST also played a role, scoring seven dealing STAT assists."
"('Smith,Josh', 'pts', '22')",PLAYER_LAST overcame a slow start to score STAT points and Rodney Stuckey added 20 as the Pistons beat the Wizards 104 98 on Saturday night.
"('Beal,Bradley', 'fg', '2')"," PLAYER_LAST was among the guilty, hitting STAT of 14 shots and scoring a season low seven leaving John Wall to carry the load."
"('Beal,Bradley', 'pts', '7')"," PLAYER_LAST was among the guilty, hitting 2 of 14 shots and scoring a season low STAT points, leaving John Wall to carry the load."
"('WAS', 'pts', '98')",Smith overcame a slow start to score _STAT_ points and Rodney Stuckey added 20 as the Pistons beat the Wizards 104 98 on Saturday night.
"('Singler,Kyle', 'pts', '14')","Brandon Jennings had STAT points and eight assists, and PLAYER_FIRST PLAYER_LAST added STAT points on 5 of 6 shooting off the bench."
"('Singler,Kyle', 'pts', '14')","Brandon Jennings had STAT points and eight assists, and PLAYER_FIRST PLAYER_LAST added STAT points on 5 of 6 shooting off the bench."
"('Singler,Kyle', 'fg', '5')","Brandon Jennings had eight assists, and PLAYER_FIRST PLAYER_LAST added _STAT_ on STAT of 6 shooting off the bench."
"('Jennings,Brandon', 'pts', '14')","PLAYER_FIRST PLAYER_LAST had STAT points and eight assists, and Kyle Singler added STAT points on 5 of 6 shooting off the bench."
"('Jennings,Brandon', 'ast', '8')","PLAYER_FIRST PLAYER_LAST had STAT assists, and Kyle Singler added _STAT_ on 5 of 6 shooting off the bench."
"('Jennings,Brandon', 'pts', '14')","PLAYER_FIRST PLAYER_LAST had STAT points and eight assists, and Kyle Singler added STAT points on 5 of 6 shooting off the bench."
"('Stuckey,Rodney', 'fg3', '0')",But PLAYER_LAST followed with a three point play as the Pistons took the lead for good.
"('Wall,John', 'fg3', '2')"," Beal was among the guilty, hitting STAT of 14 shots and scoring a season low seven leaving PLAYER_FIRST PLAYER_LAST to carry the load."
"('DET', 'pts', '104')",Smith overcame a slow start to score _STAT_ points and Rodney Stuckey added 20 as the Pistons beat the Wizards 104 98 on Saturday night.
"('Stuckey,Rodney', 'pts', '20')",Smith overcame a slow start to score _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT as the Pistons beat the Wizards 104 98 on Saturday night.
"('James,LeBron', 'fg3', '0')",PLAYER_LAST heard it from the fans after air balling a 3 point attempt late in the first quarter.
"('Jefferson,Al', 'pts', '22')","PLAYER_LAST had STAT points to lead the Bobcats, who were playing their fourth game in five nights."
"('McRoberts,Josh', 'pts', '10')","PLAYER_FIRST PLAYER_LAST and Tolliver each had costly turnovers in overtime for the Bobcats, who have lost STAT of their last 13."
"('MIA', 'fg3', '7')", Chris Bosh added seven rebounds for Miami.
"('Bosh,Chris', 'pts', '25')", PLAYER_FIRST PLAYER_LAST added STAT points and seven rebounds for Miami.
"('Bosh,Chris', 'trb', '7')", PLAYER_FIRST PLAYER_LAST added STAT rebounds for Miami.
"('CHI', 'fg3', '6')","Chicago missed its first six field goals, but settled in quickly, making five of its next six."
"('PHI', 'fg3', '2')",2 to halt a five game skid against Chicago in a 107 104 win in Philadelphia.
"('Carter-Williams,Michael', 'pts', '10')",PLAYER_FIRST Carter Williams scored STAT points and dished out five assists.
"('Carter-Williams,Michael', 'fg', '5')",PLAYER_FIRST Carter Williams dished out STAT assists.
"('Carter-Williams,Michael', 'ast', '5')",PLAYER_FIRST Carter Williams dished out STAT assists.
"('Young,Thaddeus', 'pts', '12')","Only three 76ers scored in double digits, PLAYER_FIRST PLAYER_LAST leading the way with STAT points."
"('Anderson,James', 'pts', '11')","PLAYER_FIRST PLAYER_LAST had STAT points and seven rebounds for Philadelphia (13 27), which has dropped six of seven."
"('Anderson,James', 'trb', '7')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for Philadelphia (13 27), which has dropped six of STAT."
"('Hawes,Spencer', 'orb', '2')","PLAYER_FIRST Hawes, who averaged _STAT_ rebounds in his last STAT games against Chicago, was largely ineffective."
"('Allen,Lavoy', 'pts', '6')","Philadelphia F/C PLAYER_FIRST PLAYER_LAST (left knee) scored STAT points in 15 minutes, playing for the first time since Jan."
"('Augustin,D.J.', 'fg3', '2')",PLAYER_LAST later fed Noah on a STAT handed dunk in transition to cap the dominating quarter.
"('Augustin,D.J.', 'fg', '7')","PLAYER_LAST scored nine dished out STAT assists in the pivotal second quarter, in which Chicago extended its lead from five to 20."
"('Henson,John', 'pts', '20')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Milwaukee and Luke Ridnour added 14 points.
"('Henson,John', 'trb', '15')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for Milwaukee and Luke Ridnour added 14 points.
"('HOU', 'fg3', '7')",The Rockets were up by seven soon after that when they scored nine straight to push the lead to 89 73.
"('Jones,Terrence', 'orb', '6')","""I was just trying to offensive rebound and do all the little things I've been doing,"" said Jones, who had STAT offensive boards."
"('Harden,James', 'pts', '22')"," Jones had _STAT_ points by halftime, matching his previous career best set on Wednesday, and PLAYER_FIRST PLAYER_LAST added STAT points."
"('Knight,Brandon', 'pts', '26')","PLAYER_FIRST PLAYER_LAST scored STAT points with seven assists for the NBA worst Bucks, who have dropped eight in a row."
"('Knight,Brandon', 'ast', '7')","PLAYER_FIRST PLAYER_LAST scored _STAT_ with STAT assists for the NBA worst Bucks, who have dropped eight in a row."
"('Ridnour,Luke', 'pts', '14')",John Henson had _STAT_ points and _STAT_ rebounds for Milwaukee and PLAYER_FIRST PLAYER_LAST added STAT points.
"('Favors,Derrick', 'pts', '8')","PLAYER_FIRST PLAYER_LAST had STAT points and 10 boards, but was just 3 for 10 from the field."
"('Favors,Derrick', 'trb', '10')","PLAYER_FIRST PLAYER_LAST had eight STAT boards, but was just 3 for STAT from the field."
"('Favors,Derrick', 'fg', '3')","PLAYER_FIRST PLAYER_LAST had eight 10 boards, but was just STAT for 10 from the field."
"('Favors,Derrick', 'trb', '10')","PLAYER_FIRST PLAYER_LAST had eight STAT boards, but was just 3 for STAT from the field."
"('UTA', 'tov', '16')",The Wolves scored _STAT_ off 16 Utah turnovers and outscored the Jazz 50 18 in the paint for a much needed runaway.
"('UTA', 'pts', '72')","Nikola Pekovic had _STAT_ points and _STAT_ rebounds in three quarters, and the Timberwolves blasted the Jazz, 98 72 on Saturday night."
"('Evans,Jeremy', 'fg', '3')","Later in the half, PLAYER_FIRST PLAYER_LAST missed STAT straight layups, and the exasperated Jazz just gave in."
"('MIN', 'orb', '14')","Nikola Pekovic had _STAT_ rebounds in three quarters, and the Timberwolves blasted the Jazz, 98 72 on Saturday night."
"('MIN', 'pts', '98')","Nikola Pekovic had _STAT_ points and _STAT_ rebounds in three quarters, and the Timberwolves blasted the Jazz, 98 72 on Saturday night."
